album_name,track_title,track_n,lyric,line
Johnny Boy - EP,Air Catcher,2,I won't fall in,36
Johnny Boy - EP,Air Catcher,2,Love with falling,37
Johnny Boy - EP,Air Catcher,2,I will try to avoid,38
Johnny Boy - EP,Air Catcher,2,Those eyes,39
Johnny Boy - EP,Air Catcher,2,But now I'm here,40
Johnny Boy - EP,Air Catcher,2,To give you words,41
Johnny Boy - EP,Air Catcher,2,As tools that can destroy,42
Johnny Boy - EP,Air Catcher,2,My heart,43
Johnny Boy - EP,Time to Say Goodbye,3,You split,1
Johnny Boy - EP,Time to Say Goodbye,3,And take in every time you see,2
Johnny Boy - EP,Time to Say Goodbye,3,A faking counterfeit,3
Johnny Boy - EP,Time to Say Goodbye,3,In the mirror you appear,4
Johnny Boy - EP,Time to Say Goodbye,3,To see fear,5
Johnny Boy - EP,Time to Say Goodbye,3,And whisper this is it,6
Johnny Boy - EP,Time to Say Goodbye,3,In the mirror you appear,7
Johnny Boy - EP,Time to Say Goodbye,3,To see nothing else,8
Johnny Boy - EP,Time to Say Goodbye,3,But yourself as a face,9
Johnny Boy - EP,Time to Say Goodbye,3,A hollowed out space,10
Johnny Boy - EP,Time to Say Goodbye,3,Leave me with the razor,11
Johnny Boy - EP,Time to Say Goodbye,3,And just in case,12
Johnny Boy - EP,Time to Say Goodbye,3,I fall face down on the ground,13
Johnny Boy - EP,Time to Say Goodbye,3,And somehow I found,14
Johnny Boy - EP,Time to Say Goodbye,3,Enough strength to lift my face,15
Johnny Boy - EP,Time to Say Goodbye,3,And make a sound,16
Johnny Boy - EP,Time to Say Goodbye,3,And muffled though it may be,17
Johnny Boy - EP,Time to Say Goodbye,3,And crazy it seems,18
Johnny Boy - EP,Time to Say Goodbye,3,I never felt closer to you,19
Johnny Boy - EP,Time to Say Goodbye,3,Just crying as you torture me,20
Johnny Boy - EP,Time to Say Goodbye,3,It's time to say goodbye,21
Johnny Boy - EP,Time to Say Goodbye,3,To the earth and now my worthless life,22
Johnny Boy - EP,Time to Say Goodbye,3,'Cause everything I've ever made,23
Johnny Boy - EP,Time to Say Goodbye,3,Is dead now,24
Johnny Boy - EP,Time to Say Goodbye,3,Inside the grave,25
Johnny Boy - EP,Time to Say Goodbye,3,It's time to say goodbye,26
Johnny Boy - EP,Time to Say Goodbye,3,To the earth and now my worthless life,27
Johnny Boy - EP,Time to Say Goodbye,3,'Cause everything I've ever made,28
Johnny Boy - EP,Time to Say Goodbye,3,Is dead now,29
Johnny Boy - EP,Time to Say Goodbye,3,Inside the grave,30
Johnny Boy - EP,Time to Say Goodbye,3,I just don't wanna be,31
Johnny Boy - EP,Time to Say Goodbye,3,So many things,32
Johnny Boy - EP,Time to Say Goodbye,3,And now that I see,33
Johnny Boy - EP,Time to Say Goodbye,3,I just wanna sing,34
Johnny Boy - EP,Time to Say Goodbye,3,I just wanna breathe,35
Johnny Boy - EP,Time to Say Goodbye,3,I just wanna fly,36
Johnny Boy - EP,Time to Say Goodbye,3,I just wanna close my eyes,37
Johnny Boy - EP,Time to Say Goodbye,3,And take in the sun,38
Johnny Boy - EP,Time to Say Goodbye,3,And take in the air,39
Johnny Boy - EP,Time to Say Goodbye,3,I just wanna run,40
Johnny Boy - EP,Time to Say Goodbye,3,And murder my care,41
Johnny Boy - EP,Time to Say Goodbye,3,I wanna believe that I will be free elsewhere,42
Johnny Boy - EP,Time to Say Goodbye,3,And I'm standing on a tower,43
Johnny Boy - EP,Time to Say Goodbye,3,Trying my hardest to make it,44
Johnny Boy - EP,Time to Say Goodbye,3,To you but I built this tower,45
Johnny Boy - EP,Time to Say Goodbye,3,Out of mortal bricks,46
Johnny Boy - EP,Time to Say Goodbye,3,They're breaking,47
Johnny Boy - EP,Time to Say Goodbye,3,I truly will surrender,48
Johnny Boy - EP,Time to Say Goodbye,3,My pretender,49
Johnny Boy - EP,Time to Say Goodbye,3,My disguise,50
Johnny Boy - EP,Time to Say Goodbye,3,And I'll truly start to,51
Johnny Boy - EP,Time to Say Goodbye,3,Render to your splendor,52
Johnny Boy - EP,Time to Say Goodbye,3,So it's time to say goodbye,53
Johnny Boy - EP,Time to Say Goodbye,3,It's time to say goodbye,54
Johnny Boy - EP,Time to Say Goodbye,3,To the earth and now my worthless life,55
Johnny Boy - EP,Time to Say Goodbye,3,'Cause everything I've ever made,56
Johnny Boy - EP,Time to Say Goodbye,3,Is dead now,57
Johnny Boy - EP,Time to Say Goodbye,3,Inside the grave,58
Johnny Boy - EP,Time to Say Goodbye,3,It's time to say goodbye,59
Johnny Boy - EP,Time to Say Goodbye,3,To the earth and now my worthless life,60
Johnny Boy - EP,Time to Say Goodbye,3,'Cause everything I've ever made,61
Johnny Boy - EP,Time to Say Goodbye,3,Is dead now,62
Johnny Boy - EP,Time to Say Goodbye,3,Inside the grave,63
Johnny Boy - EP,Time to Say Goodbye,3,It's time to say goodbye,64
Johnny Boy - EP,Time to Say Goodbye,3,To the earth and now my worthless life,65
Johnny Boy - EP,Time to Say Goodbye,3,'Cause everything I've ever made,66
Johnny Boy - EP,Time to Say Goodbye,3,Is dead now,67
Johnny Boy - EP,Time to Say Goodbye,3,Inside the grave,68
Johnny Boy - EP,Addict with a Pen,4,Hello,1
Johnny Boy - EP,Addict with a Pen,4,We haven't talked in quite some time,2
Johnny Boy - EP,Addict with a Pen,4,I know,3
Johnny Boy - EP,Addict with a Pen,4,I haven't been the best,4
Johnny Boy - EP,Addict with a Pen,4,Of sons,5
Johnny Boy - EP,Addict with a Pen,4,hello,6
Johnny Boy - EP,Addict with a Pen,4,I've been traveling in the desert of my mind,7
Johnny Boy - EP,Addict with a Pen,4,And I,8
Johnny Boy - EP,Addict with a Pen,4,Haven't found a drop,9
Johnny Boy - EP,Addict with a Pen,4,Of life,10
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,11
Johnny Boy - EP,Addict with a Pen,4,Of you,12
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,13
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,14
Johnny Boy - EP,Addict with a Pen,4,Of water,15
Johnny Boy - EP,Addict with a Pen,4,Water,16
Johnny Boy - EP,Addict with a Pen,4,I try desperately to run through the sand,17
Johnny Boy - EP,Addict with a Pen,4,As I hold the water in the palm of my hand,18
Johnny Boy - EP,Addict with a Pen,4,'Cause it's all that I have and it's all that I need and,19
Johnny Boy - EP,Addict with a Pen,4,The waves of the water mean nothing to me,20
Johnny Boy - EP,Addict with a Pen,4,But I try my best and all that I can,21
Johnny Boy - EP,Addict with a Pen,4,To hold tightly onto what's left in my hand,22
Johnny Boy - EP,Addict with a Pen,4,But no matter how,23
Johnny Boy - EP,Addict with a Pen,4,how tightly I will strain,24
Johnny Boy - EP,Addict with a Pen,4,The sand will slow me down and the water will drain,25
Johnny Boy - EP,Addict with a Pen,4,I'm just being dramatic,26
Johnny Boy - EP,Addict with a Pen,4,in fact,27
Johnny Boy - EP,Addict with a Pen,4,I'm only at it again,28
Johnny Boy - EP,Addict with a Pen,4,As an addict with a pen,29
Johnny Boy - EP,Addict with a Pen,4,who's addicted to the wind,30
Johnny Boy - EP,Addict with a Pen,4,As it blows me back and forth,31
Johnny Boy - EP,Addict with a Pen,4,"mindless, spineless, and pretend",32
Johnny Boy - EP,Addict with a Pen,4,Of course I'll be here again,33
Johnny Boy - EP,Addict with a Pen,4,see you tomorrow,34
Johnny Boy - EP,Addict with a Pen,4,but it's the end of today,35
Johnny Boy - EP,Addict with a Pen,4,End of my ways as a walking denial,36
Johnny Boy - EP,Addict with a Pen,4,My trial was filed as a crazy suicidal head case,37
Johnny Boy - EP,Addict with a Pen,4,But you specialize in dying,38
Johnny Boy - EP,Addict with a Pen,4,"you hear me screaming ""father""",39
Johnny Boy - EP,Addict with a Pen,4,And I'm lying here just crying,40
Johnny Boy - EP,Addict with a Pen,4,so wash me with your water,41
Johnny Boy - EP,Addict with a Pen,4,Water,42
Johnny Boy - EP,Addict with a Pen,4,Hello,43
Johnny Boy - EP,Addict with a Pen,4,I haven't talked in quite some time,44
Johnny Boy - EP,Addict with a Pen,4,I know,45
Johnny Boy - EP,Addict with a Pen,4,I haven't been the best,46
Johnny Boy - EP,Addict with a Pen,4,Of sons,47
Johnny Boy - EP,Addict with a Pen,4,hello,48
Johnny Boy - EP,Addict with a Pen,4,I've been traveling in the desert of my mind,49
Johnny Boy - EP,Addict with a Pen,4,And I,50
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,51
Johnny Boy - EP,Addict with a Pen,4,Of life,52
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,53
Johnny Boy - EP,Addict with a Pen,4,Of you,54
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,55
Johnny Boy - EP,Addict with a Pen,4,I haven't found a drop,56
Johnny Boy - EP,Addict with a Pen,4,Of water,57
Johnny Boy - EP,"Friend, Please",5,"I feel for you, but when did you believe you were alone?",1
Johnny Boy - EP,"Friend, Please",5,You say that spiders crawled inside and made themselves a home,2
Johnny Boy - EP,"Friend, Please",5,Where light once was,3
Johnny Boy - EP,"Friend, Please",5,Petrified of who you are and who you have become,4
Johnny Boy - EP,"Friend, Please",5,You will hide from everyone,5
Johnny Boy - EP,"Friend, Please",5,denying you need someone,6
Johnny Boy - EP,"Friend, Please",5,To exterminate your bones,7
Johnny Boy - EP,"Friend, Please",5,"Friend, please remove your hands",8
Johnny Boy - EP,"Friend, Please",5,From over your eyes for me,9
Johnny Boy - EP,"Friend, Please",5,I know you want to leave but,10
Johnny Boy - EP,"Friend, Please",5,"Friend, please don't take your life away from me",11
Johnny Boy - EP,"Friend, Please",5,Living like a ghost,12
Johnny Boy - EP,"Friend, Please",5,you walk by everyone you know,13
Johnny Boy - EP,"Friend, Please",5,You say that you're fine,14
Johnny Boy - EP,"Friend, Please",5,but you have lost your sway and glow,15
Johnny Boy - EP,"Friend, Please",5,So I stopped by to let you know,16
Johnny Boy - EP,"Friend, Please",5,"Friend, please remove your hands",17
Johnny Boy - EP,"Friend, Please",5,From over your eyes for me,18
Johnny Boy - EP,"Friend, Please",5,I know you want to leave but,19
Johnny Boy - EP,"Friend, Please",5,"Friend, please don't take your life away from me",20
Johnny Boy - EP,"Friend, Please",5,Would you let me know your plans tonight?,21
Johnny Boy - EP,"Friend, Please",5,'Cause I just won't let go 'til we both see the light,22
Johnny Boy - EP,"Friend, Please",5,And I have nothing else left to say,23
Johnny Boy - EP,"Friend, Please",5,But I will listen to you all day,24
Johnny Boy - EP,"Friend, Please",5,"Yes, I will",25
Johnny Boy - EP,"Friend, Please",5,"Friend, please remove your hands",26
Johnny Boy - EP,"Friend, Please",5,From over your eyes for me,27
Johnny Boy - EP,"Friend, Please",5,I know you want to leave but,28
Johnny Boy - EP,"Friend, Please",5,"Friend, please don't take your life away from me",29
Johnny Boy - EP,Taxi Cab,6,I wanna fall inside your ghost,1
Johnny Boy - EP,Taxi Cab,6,And fill up every hole inside my mind,2
Johnny Boy - EP,Taxi Cab,6,And I want everyone to know,3
Johnny Boy - EP,Taxi Cab,6,That I am half a soul divided,4
Johnny Boy - EP,Taxi Cab,6,Sometimes we will die and sometimes we will fly away,5
Johnny Boy - EP,Taxi Cab,6,Either way you're by my side until my dying days,6
Johnny Boy - EP,Taxi Cab,6,And if I'm not there and I'm far away,7
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",8
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",9
Johnny Boy - EP,Taxi Cab,6,We're going home,10
Johnny Boy - EP,Taxi Cab,6,I wanna strip myself of breath,11
Johnny Boy - EP,Taxi Cab,6,A breathless beast of death I've made for you,12
Johnny Boy - EP,Taxi Cab,6,A mortal writing piece of song,13
Johnny Boy - EP,Taxi Cab,6,Will help me carry on,14
Johnny Boy - EP,Taxi Cab,6,But these you heard,15
Johnny Boy - EP,Taxi Cab,6,Sometimes we will die and sometimes we will fly away,16
Johnny Boy - EP,Taxi Cab,6,Either way you're by my side until my dying days,17
Johnny Boy - EP,Taxi Cab,6,And if I'm not there and I'm far away,18
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",19
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",20
Johnny Boy - EP,Taxi Cab,6,We're going home,21
Johnny Boy - EP,Taxi Cab,6,So the hearse ran out of gas,22
Johnny Boy - EP,Taxi Cab,6,A passenger purse and grabbed a map,23
Johnny Boy - EP,Taxi Cab,6,And the driver inside it contrived a new route to save the past,24
Johnny Boy - EP,Taxi Cab,6,And checked his watch and grabbed a cab,25
Johnny Boy - EP,Taxi Cab,6,A beautifully planned taxi cab,26
Johnny Boy - EP,Taxi Cab,6,A cab,27
Johnny Boy - EP,Taxi Cab,6,had it cleared out back,28
Johnny Boy - EP,Taxi Cab,6,And two men started to unpack,29
Johnny Boy - EP,Taxi Cab,6,Driving once again,30
Johnny Boy - EP,Taxi Cab,6,But now this time there were three men,31
Johnny Boy - EP,Taxi Cab,6,And then I heard one of them say,32
Johnny Boy - EP,Taxi Cab,6,I know the night will turn to gray,33
Johnny Boy - EP,Taxi Cab,6,I know the stars will start to fade,34
Johnny Boy - EP,Taxi Cab,6,When all the darkness fades away,35
Johnny Boy - EP,Taxi Cab,6,We had to steal him from his fate,36
Johnny Boy - EP,Taxi Cab,6,So he could see another day,37
Johnny Boy - EP,Taxi Cab,6,Then I cracked open my box,38
Johnny Boy - EP,Taxi Cab,6,Someone must have picked the lock,39
Johnny Boy - EP,Taxi Cab,6,A little light revealed the spot,40
Johnny Boy - EP,Taxi Cab,6,Where my fingernails had fought,41
Johnny Boy - EP,Taxi Cab,6,Then I pushed it open more,42
Johnny Boy - EP,Taxi Cab,6,Pushing up against the door,43
Johnny Boy - EP,Taxi Cab,6,Then I sat up off the floor,44
Johnny Boy - EP,Taxi Cab,6,And found the breath I was searching for,45
Johnny Boy - EP,Taxi Cab,6,Then there were three men up front,46
Johnny Boy - EP,Taxi Cab,6,All I saw were backs of heads,47
Johnny Boy - EP,Taxi Cab,6,And then I asked them am I alive and well or am I dreaming dead,48
Johnny Boy - EP,Taxi Cab,6,And then one turned around to say,49
Johnny Boy - EP,Taxi Cab,6,We're driving toward the morning sun,50
Johnny Boy - EP,Taxi Cab,6,Where all your blood is washed away,51
Johnny Boy - EP,Taxi Cab,6,And all you did will be undone,52
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",53
Johnny Boy - EP,Taxi Cab,6,"I said, don't be afraid",54
Twenty One Pilots,Implicit Demand for Proof,1,I know you're not a liar,1
Twenty One Pilots,Implicit Demand for Proof,1,And I know you could set fire this day,2
Twenty One Pilots,Implicit Demand for Proof,1,Go ahead and make me look away,3
Twenty One Pilots,Implicit Demand for Proof,1,Strike me down,4
Twenty One Pilots,Implicit Demand for Proof,1,I am calling your lightning,5
Twenty One Pilots,Implicit Demand for Proof,1,Down from your dark hiding place,6
Twenty One Pilots,Implicit Demand for Proof,1,Go ahead and show me your face,7
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,8
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,9
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,10
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,11
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,12
Twenty One Pilots,Implicit Demand for Proof,1,I mean no disrespect,13
Twenty One Pilots,Implicit Demand for Proof,1,I am simply very perplexed by your ways,14
Twenty One Pilots,Implicit Demand for Proof,1,Why won't you let us use your name?,15
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,16
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,17
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,18
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,19
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,20
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,21
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,22
Twenty One Pilots,Implicit Demand for Proof,1,And destroy me,23
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,24
Twenty One Pilots,Implicit Demand for Proof,1,Reign down,25
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away",1
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away",2
Twenty One Pilots,Fall Away,2,I'll keep the lights on in this place,3
Twenty One Pilots,Fall Away,2,"'Cause I don't wanna fall, fall a-way (la, da-da-da-da)",4
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall a-way (la, da-da-da-da)",5
Twenty One Pilots,Fall Away,2,"I don't, I don't wanna fall away (la, da-da-da-da)",6
Twenty One Pilots,Fall Away,2,"I will keep the lights on in this place (la, da-da-da-da)",7
Twenty One Pilots,Fall Away,2,"'Cause I don't wanna fall, fall away",8
Twenty One Pilots,Fall Away,2,I disguise and I will lie,9
Twenty One Pilots,Fall Away,2,and I will take my precious time,10
Twenty One Pilots,Fall Away,2,As the days melt away,11
Twenty One Pilots,Fall Away,2,as I stand in line,12
Twenty One Pilots,Fall Away,2,and I die as I wait,13
Twenty One Pilots,Fall Away,2,as I wait on my crime,14
Twenty One Pilots,Fall Away,2,And I'll try to delay what you make of my life,15
Twenty One Pilots,Fall Away,2,But I don't want your way,16
Twenty One Pilots,Fall Away,2,I want mine,17
Twenty One Pilots,Fall Away,2,I'm dying and I'm trying,18
Twenty One Pilots,Fall Away,2,but believe me,19
Twenty One Pilots,Fall Away,2,I'm fine,20
Twenty One Pilots,Fall Away,2,But I'm lying ,21
Twenty One Pilots,Fall Away,2,I'm so very far from fine,22
Twenty One Pilots,Fall Away,2,And I,23
Twenty One Pilots,Fall Away,2,I can feel the pull begin,24
Twenty One Pilots,Fall Away,2,I feel my conscience wearing thin,25
Twenty One Pilots,Fall Away,2,And my skin,26
Twenty One Pilots,Fall Away,2,it will start,27
Twenty One Pilots,Fall Away,2,To break up and fall apart,28
Twenty One Pilots,Fall Away,2,"Way (la, da-da-da-da)",29
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away (la, da-da-da-da)",30
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away (la, da-da-da-da)",31
Twenty One Pilots,Fall Away,2,"I will keep the lights on in this place (la, da-da-da-da)",32
Twenty One Pilots,Fall Away,2,"'Cause I don't wanna fall, fall away",33
Twenty One Pilots,Fall Away,2,Every time I feel selfish ambition is taking my vision,34
Twenty One Pilots,Fall Away,2,My crime is my sentence,35
Twenty One Pilots,Fall Away,2,repentance is taking commission,36
Twenty One Pilots,Fall Away,2,It's taking a toll on my soul,37
Twenty One Pilots,Fall Away,2,I'm screaming submission,38
Twenty One Pilots,Fall Away,2,and I don't know if I am dying or living,39
Twenty One Pilots,Fall Away,2,'Cause I will save face for name's sake,40
Twenty One Pilots,Fall Away,2,abuse grace,41
Twenty One Pilots,Fall Away,2,Take aim to obtain a new name in a newer place,42
Twenty One Pilots,Fall Away,2,But my name is lame,43
Twenty One Pilots,Fall Away,2,I can't walk and I ain't the same,44
Twenty One Pilots,Fall Away,2,And my name became a new destiny to the grave,45
Twenty One Pilots,Fall Away,2,And I,46
Twenty One Pilots,Fall Away,2,I can feel the pull begin,47
Twenty One Pilots,Fall Away,2,Feel my conscience wearing thin,48
Twenty One Pilots,Fall Away,2,And my skin,49
Twenty One Pilots,Fall Away,2,it will start,50
Twenty One Pilots,Fall Away,2,To break up and fall apart!,51
Twenty One Pilots,Fall Away,2,"Way (la, da-da-da-da)",52
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away (la, da-da-da-da)",53
Twenty One Pilots,Fall Away,2,"I don't wanna fall, fall away (la, da-da-da-da)",54
Twenty One Pilots,Fall Away,2,"I will keep the lights on in this place (la, da-da-da-da)",55
Twenty One Pilots,Fall Away,2,"'Cause I don't wanna fall, fall away",56
Twenty One Pilots,Fall Away,2,La ,57
Twenty One Pilots,Fall Away,2,da-da-da-da,58
Twenty One Pilots,Fall Away,2,La,59
Twenty One Pilots,Fall Away,2,da-da-da-da,60
Twenty One Pilots,Fall Away,2,La,61
Twenty One Pilots,Fall Away,2,da-da-da-da,62
Twenty One Pilots,Fall Away,2,La,63
Twenty One Pilots,Fall Away,2,da-da-da-da,64
Twenty One Pilots,Fall Away,2,La,65
Twenty One Pilots,Fall Away,2,da-da-da-da,66
Twenty One Pilots,Fall Away,2,La,67
Twenty One Pilots,Fall Away,2,da-da-da-da,68
Twenty One Pilots,The Pantaloon,3,Your grandpa died when you were nine,1
Twenty One Pilots,The Pantaloon,3,They said he had lost his mind,2
Twenty One Pilots,The Pantaloon,3,You have learned way too soon,3
Twenty One Pilots,The Pantaloon,3,You should never trust the Pantaloon,4
Twenty One Pilots,The Pantaloon,3,Now,5
Twenty One Pilots,The Pantaloon,3,it's your turn to be alone,6
Twenty One Pilots,The Pantaloon,3,Find a wife and build yourself a home,7
Twenty One Pilots,The Pantaloon,3,You have learned way too soon,8
Twenty One Pilots,The Pantaloon,3,That your dad is now the Pantaloon,9
Twenty One Pilots,The Pantaloon,3,You are tired,10
Twenty One Pilots,The Pantaloon,3,you are hurt,11
Twenty One Pilots,The Pantaloon,3,A moth ate through your favorite shirt,12
Twenty One Pilots,The Pantaloon,3,And all your friends fertilize the ground you walk,13
Twenty One Pilots,The Pantaloon,3,Lose your mind,14
Twenty One Pilots,The Pantaloon,3,He's seen too many stare-downs between the sun and the moon in the morning air,15
Twenty One Pilots,The Pantaloon,3,How he used to hustle all the people walking through the fairgrounds,16
Twenty One Pilots,The Pantaloon,3,"He's been around so long he's changed his meaning of a chair, now, because a chair, now",17
Twenty One Pilots,The Pantaloon,3,Is like a tiny island in the sea of all the people,18
Twenty One Pilots,The Pantaloon,3,Who glide across the very surface that made his bones feeble,19
Twenty One Pilots,The Pantaloon,3,The end can't come soon enough,20
Twenty One Pilots,The Pantaloon,3,but is it too soon?,21
Twenty One Pilots,The Pantaloon,3,Either way,22
Twenty One Pilots,The Pantaloon,3,he can't deny he is a Pantaloon,23
Twenty One Pilots,The Pantaloon,3,You are tired,24
Twenty One Pilots,The Pantaloon,3,you are hurt,25
Twenty One Pilots,The Pantaloon,3,A moth ate through your favorite shirt,26
Twenty One Pilots,The Pantaloon,3,And all your friends fertilize the ground you walk,27
Twenty One Pilots,The Pantaloon,3,Lose your mind,28
Twenty One Pilots,The Pantaloon,3,You like to sleep alone,29
Twenty One Pilots,The Pantaloon,3,it's colder than you know,30
Twenty One Pilots,The Pantaloon,3,'Cause your skin is so used to colder bones,31
